V4_0,Time_codelist,Time,Geography_codelist,Geography,DATAMARKING_codelist,DATAMARKING,Indicators_codelist,Indicators,Measure_codelist,Measure
,,2011/12,E07000074,,,x,, 5-6 ,,Life
58.04,,2011/12,E07000074,,,,,7-8  ,,Life
25.06,,2011/12,E07000074,,,,,9-10 ,,Life
,,2012/13*,E07000074,,,x,,0-4,,Life
,,2012/13*,E07000074,,,x,, 5-6 ,,Life
,,2012/13*,E07000074,,,x,,7-8  ,,Life
,,2012/13*,E07000074,,,x,,9-10 ,,Life
,,2013/14*,E07000074,,,x,,0-4,,Life
,,2013/14*,E07000074,,,x,, 5-6 ,,Life
56.91,,2013/14*,E07000074,,,,,7-8  ,,Life
,,2013/14*,E07000074,,,x,,9-10 ,,Life
,,2014/15*,E07000074,,,x,,0-4,,Life
,,2014/15*,E07000074,,,x,, 5-6 ,,Life
,,2014/15*,E07000074,,,x,,7-8  ,,Life
,,2014/15*,E07000074,,,x,,9-10 ,,Life
,,2015/16*,E07000074,,,x,,0-4,,Life
,,2015/16*,E07000074,,,x,, 5-6 ,,Life
48.49,,2015/16*,E07000074,,,,,7-8  ,,Life
,,2015/16*,E07000074,,,x,,9-10 ,,Life
,,2016/17*,E07000074,,,x,,0-4,,Life
,,2016/17*,E07000074,,,x,, 5-6 ,,Life
,,2016/17*,E07000074,,,x,,7-8  ,,Life
,,2016/17*,E07000074,,,x,,9-10 ,,Life
,,2011/12,E07000075,,,x,,0-4,,Life
,,2011/12,E07000075,,,x,, 5-6 ,,Life
,,2011/12,E07000075,,,x,,7-8  ,,Life
,,2011/12,E07000075,,,x,,9-10 ,,Life
,,2012/13*,E07000075,,,x,,0-4,,Life
,,2012/13*,E07000075,,,x,, 5-6 ,,Life
52.6,,2012/13*,E07000075,,,,,7-8  ,,Life
33.7,,2012/13*,E07000075,,,,,9-10 ,,Life
,,2013/14*,E07000075,,,x,,0-4,,Life
,,2013/14*,E07000075,,,x,, 5-6 ,,Life
,,2013/14*,E07000075,,,x,,7-8  ,,Life
,,2013/14*,E07000075,,,x,,9-10 ,,Life
,,2014/15*,E07000075,,,x,,0-4,,Life
,,2014/15*,E07000075,,,x,, 5-6 ,,Life
51.71,,2014/15*,E07000075,,,,,7-8  ,,Life
28.03,,2014/15*,E07000075,,,,,9-10 ,,Life
,,2015/16*,E07000075,,,x,,0-4,,Life
,,2015/16*,E07000075,,,x,, 5-6 ,,Life
,,2015/16*,E07000075,,,x,,7-8  ,,Life
,,2015/16*,E07000075,,,x,,9-10 ,,Life
,,2016/17*,E07000075,,,x,,0-4,,Life
,,2016/17*,E07000075,,,x,, 5-6 ,,Life
,,2016/17*,E07000075,,,x,,7-8  ,,Life
,,2016/17*,E07000075,,,x,,9-10 ,,Life
,,2011/12,E07000076,,,x,,0-4,,Life
14.47,,2011/12,E07000076,,,,, 5-6 ,,Life
47.3,,2011/12,E07000076,,,,,7-8  ,,Life
32.17,,2011/12,E07000076,,,,,9-10 ,,Life
,,2012/13*,E07000076,,,x,,0-4,,Life
20.2,,2012/13*,E07000076,,,,, 5-6 ,,Life
48.55,,2012/13*,E07000076,,,,,7-8  ,,Life
26.29,,2012/13*,E07000076,,,,,9-10 ,,Life
,,2013/14*,E07000076,,,x,,0-4,,Life
17.36,,2013/14*,E07000076,,,,, 5-6 ,,Life
58.22,,2013/14*,E07000076,,,,,7-8  ,,Life
18.83,,2013/14*,E07000076,,,,,9-10 ,,Life
,,2014/15*,E07000076,,,x,,0-4,,Life
,,2014/15*,E07000076,,,x,, 5-6 ,,Life
56.9,,2014/15*,E07000076,,,,,7-8  ,,Life
28.1,,2014/15*,E07000076,,,,,9-10 ,,Life
,,2015/16*,E07000076,,,x,,0-4,,Life
,,2015/16*,E07000076,,,x,, 5-6 ,,Life
49.71,,2015/16*,E07000076,,,,,7-8  ,,Life
28.85,,2015/16*,E07000076,,,,,9-10 ,,Life
,,2016/17*,E07000076,,,x,,0-4,,Life
17.34,,2016/17*,E07000076,,,,, 5-6 ,,Life
49.64,,2016/17*,E07000076,,,,,7-8  ,,Life
28.24,,2016/17*,E07000076,,,,,9-10 ,,Life
,,2011/12,E07000077,,,x,,0-4,,Life
,,2011/12,E07000077,,,x,, 5-6 ,,Life
37.88,,2011/12,E07000077,,,,,7-8  ,,Life
37.89,,2011/12,E07000077,,,,,9-10 ,,Life
,,2012/13*,E07000077,,,x,,0-4,,Life
,,2012/13*,E07000077,,,x,, 5-6 ,,Life
53.91,,2012/13*,E07000077,,,,,7-8  ,,Life
34.23,,2012/13*,E07000077,,,,,9-10 ,,Life
,,2013/14*,E07000077,,,x,,0-4,,Life
,,2013/14*,E07000077,,,x,, 5-6 ,,Life
,,2013/14*,E07000077,,,x,,7-8  ,,Life
,,2013/14*,E07000077,,,x,,9-10 ,,Life
,,2014/15*,E07000077,,,x,,0-4,,Life
,,2014/15*,E07000077,,,x,, 5-6 ,,Life
,,2014/15*,E07000077,,,x,,7-8  ,,Life
,,2014/15*,E07000077,,,x,,9-10 ,,Life
,,2015/16*,E07000077,,,x,,0-4,,Life
,,2015/16*,E07000077,,,x,, 5-6 ,,Life
48.49,,2015/16*,E07000077,,,,,7-8  ,,Life
33.18,,2015/16*,E07000077,,,,,9-10 ,,Life
,,2016/17*,E07000077,,,x,,0-4,,Life
,,2016/17*,E07000077,,,x,, 5-6 ,,Life
,,2016/17*,E07000077,,,x,,7-8  ,,Life
,,2016/17*,E07000077,,,x,,9-10 ,,Life
4.76,,2011/12,E10000015,,,,,0-4,,Life
15.28,,2011/12,E10000015,,,,, 5-6 ,,Life
54.38,,2011/12,E10000015,,,,,7-8  ,,Life
25.58,,2011/12,E10000015,,,,,9-10 ,,Life
4.42,,2012/13*,E10000015,,,,,0-4,,Life
17.23,,2012/13*,E10000015,,,,, 5-6 ,,Life
51.92,,2012/13*,E10000015,,,,,7-8  ,,Life
26.43,,2012/13*,E10000015,,,,,9-10 ,,Life
6.32,,2013/14*,E10000015,,,,,0-4,,Life
13.94,,2013/14*,E10000015,,,,, 5-6 ,,Life
55.64,,2013/14*,E10000015,,,,,7-8  ,,Life
24.1,,2013/14*,E10000015,,,,,9-10 ,,Life
3.9,,2014/15*,E10000015,,,,,0-4,,Life
13.94,,2014/15*,E10000015,,,,, 5-6 ,,Life
52.58,,2014/15*,E10000015,,,,,7-8  ,,Life
29.58,,2014/15*,E10000015,,,,,9-10 ,,Life
5.1,,2015/16*,E10000015,,,,,0-4,,Life
12.68,,2015/16*,E10000015,,,,, 5-6 ,,Life
54.6,,2015/16*,E10000015,,,,,7-8  ,,Life
27.62,,2015/16*,E10000015,,,,,9-10 ,,Life
3.22,,2016/17*,E10000015,,,,,0-4,,Life
13.76,,2016/17*,E10000015,,,,, 5-6 ,,Life
53.69,,2016/17*,E10000015,,,,,7-8  ,,Life
29.34,,2016/17*,E10000015,,,,,9-10 ,,Life
,,2011/12,E07000095,,,x,,0-4,,Life
,,2011/12,E07000095,,,x,, 5-6 ,,Life
,,2011/12,E07000095,,,x,,7-8  ,,Life
,,2011/12,E07000095,,,x,,9-10 ,,Life
,,2012/13*,E07000095,,,x,,0-4,,Life
,,2012/13*,E07000095,,,x,, 5-6 ,,Life
,,2012/13*,E07000095,,,x,,7-8  ,,Life
,,2012/13*,E07000095,,,x,,9-10 ,,Life
,,2013/14*,E07000095,,,x,,0-4,,Life
,,2013/14*,E07000095,,,x,, 5-6 ,,Life
53.79,,2013/14*,E07000095,,,,,7-8  ,,Life
,,2013/14*,E07000095,,,x,,9-10 ,,Life
,,2014/15*,E07000095,,,x,,0-4,,Life
,,2014/15*,E07000095,,,x,, 5-6 ,,Life
50.05,,2014/15*,E07000095,,,,,7-8  ,,Life
29.28,,2014/15*,E07000095,,,,,9-10 ,,Life
,,2015/16*,E07000095,,,x,,0-4,,Life
,,2015/16*,E07000095,,,x,, 5-6 ,,Life
43.27,,2015/16*,E07000095,,,,,7-8  ,,Life
31.85,,2015/16*,E07000095,,,,,9-10 ,,Life
,,2016/17*,E07000095,,,x,,0-4,,Life
,,2016/17*,E07000095,,,x,, 5-6 ,,Life
,,2016/17*,E07000095,,,x,,7-8  ,,Life
,,2016/17*,E07000095,,,x,,9-10 ,,Life
,,2011/12,E07000096,,,x,,0-4,,Life
18.77,,2011/12,E07000096,,,,, 5-6 ,,Life
55.29,,2011/12,E07000096,,,,,7-8  ,,Life
19.48,,2011/12,E07000096,,,,,9-10 ,,Life
,,2012/13*,E07000096,,,x,,0-4,,Life
,,2012/13*,E07000096,,,x,, 5-6 ,,Life
,,2012/13*,E07000096,,,x,,7-8  ,,Life
,,2012/13*,E07000096,,,x,,9-10 ,,Life
,,2013/14*,E07000096,,,x,,0-4,,Life
15.8,,2013/14*,E07000096,,,,, 5-6 ,,Life
53.49,,2013/14*,E07000096,,,,,7-8  ,,Life
24.76,,2013/14*,E07000096,,,,,9-10 ,,Life
,,2014/15*,E07000096,,,x,,0-4,,Life
,,2014/15*,E07000096,,,x,, 5-6 ,,Life
,,2014/15*,E07000096,,,x,,7-8  ,,Life
,,2014/15*,E07000096,,,x,,9-10 ,,Life
,,2015/16*,E07000096,,,x,,0-4,,Life
,,2015/16*,E07000096,,,x,, 5-6 ,,Life
57.12,,2015/16*,E07000096,,,,,7-8  ,,Life
25.74,,2015/16*,E07000096,,,,,9-10 ,,Life
,,2016/17*,E07000096,,,x,,0-4,,Life
,,2016/17*,E07000096,,,x,, 5-6 ,,Life
,,2016/17*,E07000096,,,x,,7-8  ,,Life
,,2016/17*,E07000096,,,x,,9-10 ,,Life
,,2011/12,E07000242,,,x,,0-4,,Life
,,2011/12,E07000242,,,x,, 5-6 ,,Life
,,2011/12,E07000242,,,x,,7-8  ,,Life
,,2011/12,E07000242,,,x,,9-10 ,,Life
,,2012/13*,E07000242,,,x,,0-4,,Life
,,2012/13*,E07000242,,,x,, 5-6 ,,Life
,,2012/13*,E07000242,,,x,,7-8  ,,Life
,,2012/13*,E07000242,,,x,,9-10 ,,Life
,,2013/14*,E07000242,,,x,,0-4,,Life
,,2013/14*,E07000242,,,x,, 5-6 ,,Life
53.63,,2013/14*,E07000242,,,,,7-8  ,,Life
26.51,,2013/14*,E07000242,,,,,9-10 ,,Life
,,2014/15*,E07000242,,,x,,0-4,,Life
14.87,,2014/15*,E07000242,,,,, 5-6 ,,Life
50.65,,2014/15*,E07000242,,,,,7-8  ,,Life
29.51,,2014/15*,E07000242,,,,,9-10 ,,Life
,,2015/16*,E07000242,,,x,,0-4,,Life
,,2015/16*,E07000242,,,x,, 5-6 ,,Life
50.71,,2015/16*,E07000242,,,,,7-8  ,,Life
29.29,,2015/16*,E07000242,,,,,9-10 ,,Life
,,2016/17*,E07000242,,,x,,0-4,,Life
,,2016/17*,E07000242,,,x,, 5-6 ,,Life
,,2016/17*,E07000242,,,x,,7-8  ,,Life
,,2016/17*,E07000242,,,x,,9-10 ,,Life
,,2011/12,E07000098,,,x,,0-4,,Life
,,2011/12,E07000098,,,x,, 5-6 ,,Life
45.94,,2011/12,E07000098,,,,,7-8  ,,Life
33.04,,2011/12,E07000098,,,,,9-10 ,,Life
,,2012/13*,E07000098,,,x,,0-4,,Life
,,2012/13*,E07000098,,,x,, 5-6 ,,Life
48.22,,2012/13*,E07000098,,,,,7-8  ,,Life
38.24,,2012/13*,E07000098,,,,,9-10 ,,Life
,,2013/14*,E07000098,,,x,,0-4,,Life
,,2013/14*,E07000098,,,x,, 5-6 ,,Life
48.99,,2013/14*,E07000098,,,,,7-8  ,,Life
27.73,,2013/14*,E07000098,,,,,9-10 ,,Life
,,2014/15*,E07000098,,,x,,0-4,,Life
,,2014/15*,E07000098,,,x,, 5-6 ,,Life
47.85,,2014/15*,E07000098,,,,,7-8  ,,Life
32.68,,2014/15*,E07000098,,,,,9-10 ,,Life
,,2015/16*,E07000098,,,x,,0-4,,Life
,,2015/16*,E07000098,,,x,, 5-6 ,,Life
,,2015/16*,E07000098,,,x,,7-8  ,,Life
,,2015/16*,E07000098,,,x,,9-10 ,,Life
,,2016/17*,E07000098,,,x,,0-4,,Life
,,2016/17*,E07000098,,,x,, 5-6 ,,Life
,,2016/17*,E07000098,,,x,,7-8  ,,Life
,,2016/17*,E07000098,,,x,,9-10 ,,Life
,,2011/12,E07000099,,,x,,0-4,,Life
,,2011/12,E07000099,,,x,, 5-6 ,,Life
57.05,,2011/12,E07000099,,,,,7-8  ,,Life
27.73,,2011/12,E07000099,,,,,9-10 ,,Life
,,2012/13*,E07000099,,,x,,0-4,,Life
18.78,,2012/13*,E07000099,,,,, 5-6 ,,Life
48.89,,2012/13*,E07000099,,,,,7-8  ,,Life
27.77,,2012/13*,E07000099,,,,,9-10 ,,Life
,,2013/14*,E07000099,,,x,,0-4,,Life
11.62,,2013/14*,E07000099,,,,, 5-6 ,,Life
57.08,,2013/14*,E07000099,,,,,7-8  ,,Life
26.61,,2013/14*,E07000099,,,,,9-10 ,,Life
,,2014/15*,E07000099,,,x,,0-4,,Life
,,2014/15*,E07000099,,,x,, 5-6 ,,Life
48.09,,2014/15*,E07000099,,,,,7-8  ,,Life
34.45,,2014/15*,E07000099,,,,,9-10 ,,Life
,,2015/16*,E07000099,,,x,,0-4,,Life
,,2015/16*,E07000099,,,x,, 5-6 ,,Life
55.67,,2015/16*,E07000099,,,,,7-8  ,,Life
29.23,,2015/16*,E07000099,,,,,9-10 ,,Life
,,2016/17*,E07000099,,,x,,0-4,,Life
,,2016/17*,E07000099,,,x,, 5-6 ,,Life
,,2016/17*,E07000099,,,x,,7-8  ,,Life
,,2016/17*,E07000099,,,x,,9-10 ,,Life
,,2011/12,E07000240,,,x,,0-4,,Life
14.99,,2011/12,E07000240,,,,, 5-6 ,,Life
54.97,,2011/12,E07000240,,,,,7-8  ,,Life
24.98,,2011/12,E07000240,,,,,9-10 ,,Life
,,2012/13*,E07000240,,,x,,0-4,,Life
,,2012/13*,E07000240,,,x,, 5-6 ,,Life
51.91,,2012/13*,E07000240,,,,,7-8  ,,Life
21.63,,2012/13*,E07000240,,,,,9-10 ,,Life
,,2013/14*,E07000240,,,x,,0-4,,Life
,,2013/14*,E07000240,,,x,, 5-6 ,,Life
55.87,,2013/14*,E07000240,,,,,7-8  ,,Life
25.77,,2013/14*,E07000240,,,,,9-10 ,,Life
,,2014/15*,E07000240,,,x,,0-4,,Life
,,2014/15*,E07000240,,,x,, 5-6 ,,Life
63.28,,2014/15*,E07000240,,,,,7-8  ,,Life
25.2,,2014/15*,E07000240,,,,,9-10 ,,Life
,,2015/16*,E07000240,,,x,,0-4,,Life
,,2015/16*,E07000240,,,x,, 5-6 ,,Life
,,2015/16*,E07000240,,,x,,7-8  ,,Life
,,2015/16*,E07000240,,,x,,9-10 ,,Life
,,2016/17*,E07000240,,,x,,0-4,,Life
,,2016/17*,E07000240,,,x,, 5-6 ,,Life
,,2016/17*,E07000240,,,x,,7-8  ,,Life
,,2016/17*,E07000240,,,x,,9-10 ,,Life
,,2011/12,E07000243,,,x,,0-4,,Life
,,2011/12,E07000243,,,x,, 5-6 ,,Life
51.74,,2011/12,E07000243,,,,,7-8  ,,Life
,,2011/12,E07000243,,,x,,9-10 ,,Life
,,2012/13*,E07000243,,,x,,0-4,,Life
23.89,,2012/13*,E07000243,,,,, 5-6 ,,Life
44.95,,2012/13*,E07000243,,,,,7-8  ,,Life
26.42,,2012/13*,E07000243,,,,,9-10 ,,Life
,,2013/14*,E07000243,,,x,,0-4,,Life
,,2013/14*,E07000243,,,x,, 5-6 ,,Life
54.95,,2013/14*,E07000243,,,,,7-8  ,,Life
23.65,,2013/14*,E07000243,,,,,9-10 ,,Life
,,2014/15*,E07000243,,,x,,0-4,,Life
,,2014/15*,E07000243,,,x,, 5-6 ,,Life
59.48,,2014/15*,E07000243,,,,,7-8  ,,Life
,,2014/15*,E07000243,,,x,,9-10 ,,Life
,,2015/16*,E07000243,,,x,,0-4,,Life
,,2015/16*,E07000243,,,x,, 5-6 ,,Life
54.79,,2015/16*,E07000243,,,,,7-8  ,,Life
,,2015/16*,E07000243,,,x,,9-10 ,,Life
,,2016/17*,E07000243,,,x,,0-4,,Life
,,2016/17*,E07000243,,,x,, 5-6 ,,Life
,,2016/17*,E07000243,,,x,,7-8  ,,Life
,,2016/17*,E07000243,,,x,,9-10 ,,Life
,,2011/12,E07000102,,,x,,0-4,,Life
,,2011/12,E07000102,,,x,, 5-6 ,,Life
45.61,,2011/12,E07000102,,,,,7-8  ,,Life
27.89,,2011/12,E07000102,,,,,9-10 ,,Life
,,2012/13*,E07000102,,,x,,0-4,,Life
,,2012/13*,E07000102,,,x,, 5-6 ,,Life
47.61,,2012/13*,E07000102,,,,,7-8  ,,Life
29.3,,2012/13*,E07000102,,,,,9-10 ,,Life
,,2013/14*,E07000102,,,x,,0-4,,Life
,,2013/14*,E07000102,,,x,, 5-6 ,,Life
61.08,,2013/14*,E07000102,,,,,7-8  ,,Life
21.1,,2013/14*,E07000102,,,,,9-10 ,,Life
,,2014/15*,E07000102,,,x,,0-4,,Life
,,2014/15*,E07000102,,,x,, 5-6 ,,Life
,,2014/15*,E07000102,,,x,,7-8  ,,Life
,,2014/15*,E07000102,,,x,,9-10 ,,Life
,,2015/16*,E07000102,,,x,,0-4,,Life
,,2015/16*,E07000102,,,x,, 5-6 ,,Life
,,2015/16*,E07000102,,,x,,7-8  ,,Life
,,2015/16*,E07000102,,,x,,9-10 ,,Life
,,2016/17*,E07000102,,,x,,0-4,,Life
,,2016/17*,E07000102,,,x,, 5-6 ,,Life
,,2016/17*,E07000102,,,x,,7-8  ,,Life
,,2016/17*,E07000102,,,x,,9-10 ,,Life
,,2011/12,E07000103,,,x,,0-4,,Life
,,2011/12,E07000103,,,x,, 5-6 ,,Life
,,2011/12,E07000103,,,x,,7-8  ,,Life
,,2011/12,E07000103,,,x,,9-10 ,,Life
,,2012/13*,E07000103,,,x,,0-4,,Life
,,2012/13*,E07000103,,,x,, 5-6 ,,Life
47.4,,2012/13*,E07000103,,,,,7-8  ,,Life
25.77,,2012/13*,E07000103,,,,,9-10 ,,Life
,,2013/14*,E07000103,,,x,,0-4,,Life
,,2013/14*,E07000103,,,x,, 5-6 ,,Life
53.68,,2013/14*,E07000103,,,,,7-8  ,,Life
,,2013/14*,E07000103,,,x,,9-10 ,,Life
,,2014/15*,E07000103,,,x,,0-4,,Life
,,2014/15*,E07000103,,,x,, 5-6 ,,Life
,,2014/15*,E07000103,,,x,,7-8  ,,Life
,,2014/15*,E07000103,,,x,,9-10 ,,Life
,,2015/16*,E07000103,,,x,,0-4,,Life
,,2015/16*,E07000103,,,x,, 5-6 ,,Life
58.87,,2015/16*,E07000103,,,,,7-8  ,,Life
,,2015/16*,E07000103,,,x,,9-10 ,,Life
,,2016/17*,E07000103,,,x,,0-4,,Life
,,2016/17*,E07000103,,,x,, 5-6 ,,Life
67.5,,2016/17*,E07000103,,,,,7-8  ,,Life
,,2016/17*,E07000103,,,x,,9-10 ,,Life
,,2011/12,E07000241,,,x,,0-4,,Life
,,2011/12,E07000241,,,x,, 5-6 ,,Life
,,2011/12,E07000241,,,x,,7-8  ,,Life
,,2011/12,E07000241,,,x,,9-10 ,,Life
,,2012/13*,E07000241,,,x,,0-4,,Life
,,2012/13*,E07000241,,,x,, 5-6 ,,Life
,,2012/13*,E07000241,,,x,,7-8  ,,Life
,,2012/13*,E07000241,,,x,,9-10 ,,Life
,,2013/14*,E07000241,,,x,,0-4,,Life
,,2013/14*,E07000241,,,x,, 5-6 ,,Life
63.9,,2013/14*,E07000241,,,,,7-8  ,,Life
,,2013/14*,E07000241,,,x,,9-10 ,,Life
,,2014/15*,E07000241,,,x,,0-4,,Life
,,2014/15*,E07000241,,,x,, 5-6 ,,Life
,,2014/15*,E07000241,,,x,,7-8  ,,Life
,,2014/15*,E07000241,,,x,,9-10 ,,Life
,,2015/16*,E07000241,,,x,,0-4,,Life
,,2015/16*,E07000241,,,x,, 5-6 ,,Life
58.61,,2015/16*,E07000241,,,,,7-8  ,,Life
27.68,,2015/16*,E07000241,,,,,9-10 ,,Life
,,2016/17*,E07000241,,,x,,0-4,,Life
,,2016/17*,E07000241,,,x,, 5-6 ,,Life
40.54,,2016/17*,E07000241,,,,,7-8  ,,Life
39.13,,2016/17*,E07000241,,,,,9-10 ,,Life
5.66,,2011/12,E10000020,,,,,0-4,,Life
15.26,,2011/12,E10000020,,,,, 5-6 ,,Life
52.4,,2011/12,E10000020,,,,,7-8  ,,Life
26.67,,2011/12,E10000020,,,,,9-10 ,,Life
5.34,,2012/13*,E10000020,,,,,0-4,,Life
13.99,,2012/13*,E10000020,,,,, 5-6 ,,Life
51.99,,2012/13*,E10000020,,,,,7-8  ,,Life
28.68,,2012/13*,E10000020,,,,,9-10 ,,Life
3.69,,2013/14*,E10000020,,,,,0-4,,Life
15.79,,2013/14*,E10000020,,,,, 5-6 ,,Life
48.9,,2013/14*,E10000020,,,,,7-8  ,,Life
31.62,,2013/14*,E10000020,,,,,9-10 ,,Life
4.77,,2014/15*,E10000020,,,,,0-4,,Life
12.68,,2014/15*,E10000020,,,,, 5-6 ,,Life
49.01,,2014/15*,E10000020,,,,,7-8  ,,Life
33.54,,2014/15*,E10000020,,,,,9-10 ,,Life
4.85,,2015/16*,E10000020,,,,,0-4,,Life
12.55,,2015/16*,E10000020,,,,, 5-6 ,,Life
51.96,,2015/16*,E10000020,,,,,7-8  ,,Life
30.64,,2015/16*,E10000020,,,,,9-10 ,,Life
5.64,,2016/17*,E10000020,,,,,0-4,,Life
10.13,,2016/17*,E10000020,,,,, 5-6 ,,Life
53.74,,2016/17*,E10000020,,,,,7-8  ,,Life
30.49,,2016/17*,E10000020,,,,,9-10 ,,Life
,,2011/12,E07000143,,,x,,0-4,,Life
15.09,,2011/12,E07000143,,,,, 5-6 ,,Life
53.55,,2011/12,E07000143,,,,,7-8  ,,Life
26.19,,2011/12,E07000143,,,,,9-10 ,,Life
,,2012/13*,E07000143,,,x,,0-4,,Life
17.09,,2012/13*,E07000143,,,,, 5-6 ,,Life
50.77,,2012/13*,E07000143,,,,,7-8  ,,Life
28.25,,2012/13*,E07000143,,,,,9-10 ,,Life
,,2013/14*,E07000143,,,x,,0-4,,Life
,,2013/14*,E07000143,,,x,, 5-6 ,,Life
49.37,,2013/14*,E07000143,,,,,7-8  ,,Life
33.43,,2013/14*,E07000143,,,,,9-10 ,,Life
,,2014/15*,E07000143,,,x,,0-4,,Life
15.69,,2014/15*,E07000143,,,,, 5-6 ,,Life
42.6,,2014/15*,E07000143,,,,,7-8  ,,Life
38.58,,2014/15*,E07000143,,,,,9-10 ,,Life
,,2015/16*,E07000143,,,x,,0-4,,Life
,,2015/16*,E07000143,,,x,, 5-6 ,,Life
48.78,,2015/16*,E07000143,,,,,7-8  ,,Life
34.18,,2015/16*,E07000143,,,,,9-10 ,,Life
,,2016/17*,E07000143,,,x,,0-4,,Life
,,2016/17*,E07000143,,,x,, 5-6 ,,Life
50.77,,2016/17*,E07000143,,,,,7-8  ,,Life
33.79,,2016/17*,E07000143,,,,,9-10 ,,Life
,,2011/12,E07000144,,,x,,0-4,,Life
,,2011/12,E07000144,,,x,, 5-6 ,,Life
57.87,,2011/12,E07000144,,,,,7-8  ,,Life
25.35,,2011/12,E07000144,,,,,9-10 ,,Life
,,2012/13*,E07000144,,,x,,0-4,,Life
,,2012/13*,E07000144,,,x,, 5-6 ,,Life
55.48,,2012/13*,E07000144,,,,,7-8  ,,Life
29.17,,2012/13*,E07000144,,,,,9-10 ,,Life
,,2013/14*,E07000144,,,x,,0-4,,Life
,,2013/14*,E07000144,,,x,, 5-6 ,,Life
,,2013/14*,E07000144,,,x,,7-8  ,,Life
,,2013/14*,E07000144,,,x,,9-10 ,,Life
,,2014/15*,E07000144,,,x,,0-4,,Life
,,2014/15*,E07000144,,,x,, 5-6 ,,Life
,,2014/15*,E07000144,,,x,,7-8  ,,Life
,,2014/15*,E07000144,,,x,,9-10 ,,Life
,,2015/16*,E07000144,,,x,,0-4,,Life
,,2015/16*,E07000144,,,x,, 5-6 ,,Life
,,2015/16*,E07000144,,,x,,7-8  ,,Life
,,2015/16*,E07000144,,,x,,9-10 ,,Life
,,2016/17*,E07000144,,,x,,0-4,,Life
,,2016/17*,E07000144,,,x,, 5-6 ,,Life
51.96,,2016/17*,E07000144,,,,,7-8  ,,Life
29.97,,2016/17*,E07000144,,,,,9-10 ,,Life
,,2011/12,E07000145,,,x,,0-4,,Life
23.1,,2011/12,E07000145,,,,, 5-6 ,,Life
47.48,,2011/12,E07000145,,,,,7-8  ,,Life
20.37,,2011/12,E07000145,,,,,9-10 ,,Life
,,2012/13*,E07000145,,,x,,0-4,,Life
,,2012/13*,E07000145,,,x,, 5-6 ,,Life
53.05,,2012/13*,E07000145,,,,,7-8  ,,Life
21.55,,2012/13*,E07000145,,,,,9-10 ,,Life
,,2013/14*,E07000145,,,x,,0-4,,Life
,,2013/14*,E07000145,,,x,, 5-6 ,,Life
,,2013/14*,E07000145,,,x,,7-8  ,,Life
,,2013/14*,E07000145,,,x,,9-10 ,,Life
,,2014/15*,E07000145,,,x,,0-4,,Life
,,2014/15*,E07000145,,,x,, 5-6 ,,Life
,,2014/15*,E07000145,,,x,,7-8  ,,Life
,,2014/15*,E07000145,,,x,,9-10 ,,Life
,,2015/16*,E07000145,,,x,,0-4,,Life
,,2015/16*,E07000145,,,x,, 5-6 ,,Life
,,2015/16*,E07000145,,,x,,7-8  ,,Life
,,2015/16*,E07000145,,,x,,9-10 ,,Life
,,2016/17*,E07000145,,,x,,0-4,,Life
,,2016/17*,E07000145,,,x,, 5-6 ,,Life
,,2016/17*,E07000145,,,x,,7-8  ,,Life
,,2016/17*,E07000145,,,x,,9-10 ,,Life
,,2011/12,E07000146,,,x,,0-4,,Life
14.65,,2011/12,E07000146,,,,, 5-6 ,,Life
49.42,,2011/12,E07000146,,,,,7-8  ,,Life
26.94,,2011/12,E07000146,,,,,9-10 ,,Life
,,2012/13*,E07000146,,,x,,0-4,,Life
14.58,,2012/13*,E07000146,,,,, 5-6 ,,Life
53.72,,2012/13*,E07000146,,,,,7-8  ,,Life
28.5,,2012/13*,E07000146,,,,,9-10 ,,Life
,,2013/14*,E07000146,,,x,,0-4,,Life
16.22,,2013/14*,E07000146,,,,, 5-6 ,,Life
48.43,,2013/14*,E07000146,,,,,7-8  ,,Life
31.04,,2013/14*,E07000146,,,,,9-10 ,,Life
,,2014/15*,E07000146,,,x,,0-4,,Life
,,2014/15*,E07000146,,,x,, 5-6 ,,Life
49.5,,2014/15*,E07000146,,,,,7-8  ,,Life
30.9,,2014/15*,E07000146,,,,,9-10 ,,Life
,,2015/16*,E07000146,,,x,,0-4,,Life
,,2015/16*,E07000146,,,x,, 5-6 ,,Life
53.4,,2015/16*,E07000146,,,,,7-8  ,,Life
32.7,,2015/16*,E07000146,,,,,9-10 ,,Life
,,2016/17*,E07000146,,,x,,0-4,,Life
,,2016/17*,E07000146,,,x,, 5-6 ,,Life
56.9,,2016/17*,E07000146,,,,,7-8  ,,Life
25.83,,2016/17*,E07000146,,,,,9-10 ,,Life
,,2011/12,E07000147,,,x,,0-4,,Life
,,2011/12,E07000147,,,x,, 5-6 ,,Life
46.55,,2011/12,E07000147,,,,,7-8  ,,Life
33.63,,2011/12,E07000147,,,,,9-10 ,,Life
,,2012/13*,E07000147,,,x,,0-4,,Life
,,2012/13*,E07000147,,,x,, 5-6 ,,Life
48.23,,2012/13*,E07000147,,,,,7-8  ,,Life
33.67,,2012/13*,E07000147,,,,,9-10 ,,Life
,,2013/14*,E07000147,,,x,,0-4,,Life
,,2013/14*,E07000147,,,x,, 5-6 ,,Life
49.82,,2013/14*,E07000147,,,,,7-8  ,,Life
