V4_0,Time_codelist,Time,Geography_codelist,Geography,DATAMARKING_codelist,DATAMARKING,Indicators_codelist,Indicators,Measure_codelist,Measure
16.87,,2015/16*,E10000006,,,,,4-5,,Anxiety
18.35,,2015/16*,E10000006,,,,,6-10,,Anxiety
43.04,,2016/17*,E10000006,,,,,0-1,,Anxiety
24.24,,2016/17*,E10000006,,,,,2-3,,Anxiety
15.02,,2016/17*,E10000006,,,,,4-5,,Anxiety
17.69,,2016/17*,E10000006,,,,,6-10,,Anxiety
44.98,,2011/12,E07000026,,,,,0-1,,Anxiety
21.79,,2011/12,E07000026,,,,,2-3,,Anxiety
18.99,,2011/12,E07000026,,,,,4-5,,Anxiety
14.24,,2011/12,E07000026,,,,,6-10,,Anxiety
43.7,,2012/13*,E07000026,,,,,0-1,,Anxiety
22.23,,2012/13*,E07000026,,,,,2-3,,Anxiety
16.86,,2012/13*,E07000026,,,,,4-5,,Anxiety
17.21,,2012/13*,E07000026,,,,,6-10,,Anxiety
44.06,,2013/14*,E07000026,,,,,0-1,,Anxiety
21.62,,2013/14*,E07000026,,,,,2-3,,Anxiety
15.94,,2013/14*,E07000026,,,,,4-5,,Anxiety
18.38,,2013/14*,E07000026,,,,,6-10,,Anxiety
47.93,,2014/15*,E07000026,,,,,0-1,,Anxiety
22.16,,2014/15*,E07000026,,,,,2-3,,Anxiety
,,2014/15*,E07000026,,,x,,4-5,,Anxiety
15.8,,2014/15*,E07000026,,,,,6-10,,Anxiety
43.0,,2015/16*,E07000026,,,,,0-1,,Anxiety
23.75,,2015/16*,E07000026,,,,,2-3,,Anxiety
20.58,,2015/16*,E07000026,,,,,4-5,,Anxiety
12.68,,2015/16*,E07000026,,,,,6-10,,Anxiety
43.85,,2016/17*,E07000026,,,,,0-1,,Anxiety
23.68,,2016/17*,E07000026,,,,,2-3,,Anxiety
,,2016/17*,E07000026,,,x,,4-5,,Anxiety
18.25,,2016/17*,E07000026,,,,,6-10,,Anxiety
45.79,,2011/12,E07000027,,,,,0-1,,Anxiety
,,2011/12,E07000027,,,x,,2-3,,Anxiety
,,2011/12,E07000027,,,x,,4-5,,Anxiety
,,2011/12,E07000027,,,x,,6-10,,Anxiety
39.89,,2012/13*,E07000027,,,,,0-1,,Anxiety
,,2012/13*,E07000027,,,x,,2-3,,Anxiety
,,2012/13*,E07000027,,,x,,4-5,,Anxiety
,,2012/13*,E07000027,,,x,,6-10,,Anxiety
38.43,,2013/14*,E07000027,,,,,0-1,,Anxiety
,,2013/14*,E07000027,,,x,,2-3,,Anxiety
24.65,,2013/14*,E07000027,,,,,4-5,,Anxiety
23.87,,2013/14*,E07000027,,,,,6-10,,Anxiety
37.61,,2014/15*,E07000027,,,,,0-1,,Anxiety
,,2014/15*,E07000027,,,x,,2-3,,Anxiety
,,2014/15*,E07000027,,,x,,4-5,,Anxiety
28.21,,2014/15*,E07000027,,,,,6-10,,Anxiety
41.42,,2015/16*,E07000027,,,,,0-1,,Anxiety
,,2015/16*,E07000027,,,x,,2-3,,Anxiety
,,2015/16*,E07000027,,,x,,4-5,,Anxiety
,,2015/16*,E07000027,,,x,,6-10,,Anxiety
41.75,,2016/17*,E07000027,,,,,0-1,,Anxiety
30.09,,2016/17*,E07000027,,,,,2-3,,Anxiety
,,2016/17*,E07000027,,,x,,4-5,,Anxiety
,,2016/17*,E07000027,,,x,,6-10,,Anxiety
36.39,,2011/12,E07000028,,,,,0-1,,Anxiety
26.23,,2011/12,E07000028,,,,,2-3,,Anxiety
20.75,,2011/12,E07000028,,,,,4-5,,Anxiety
16.64,,2011/12,E07000028,,,,,6-10,,Anxiety
36.49,,2012/13*,E07000028,,,,,0-1,,Anxiety
19.62,,2012/13*,E07000028,,,,,2-3,,Anxiety
19.98,,2012/13*,E07000028,,,,,4-5,,Anxiety
23.91,,2012/13*,E07000028,,,,,6-10,,Anxiety
42.18,,2013/14*,E07000028,,,,,0-1,,Anxiety
23.5,,2013/14*,E07000028,,,,,2-3,,Anxiety
15.17,,2013/14*,E07000028,,,,,4-5,,Anxiety
19.14,,2013/14*,E07000028,,,,,6-10,,Anxiety
35.71,,2014/15*,E07000028,,,,,0-1,,Anxiety
21.28,,2014/15*,E07000028,,,,,2-3,,Anxiety
16.04,,2014/15*,E07000028,,,,,4-5,,Anxiety
26.96,,2014/15*,E07000028,,,,,6-10,,Anxiety
38.94,,2015/16*,E07000028,,,,,0-1,,Anxiety
24.35,,2015/16*,E07000028,,,,,2-3,,Anxiety
17.22,,2015/16*,E07000028,,,,,4-5,,Anxiety
19.48,,2015/16*,E07000028,,,,,6-10,,Anxiety
41.79,,2016/17*,E07000028,,,,,0-1,,Anxiety
18.52,,2016/17*,E07000028,,,,,2-3,,Anxiety
22.59,,2016/17*,E07000028,,,,,4-5,,Anxiety
,,2016/17*,E07000028,,,x,,6-10,,Anxiety
42.76,,2011/12,E07000029,,,,,0-1,,Anxiety
29.42,,2011/12,E07000029,,,,,2-3,,Anxiety
,,2011/12,E07000029,,,x,,4-5,,Anxiety
,,2011/12,E07000029,,,x,,6-10,,Anxiety
31.93,,2012/13*,E07000029,,,,,0-1,,Anxiety
24.3,,2012/13*,E07000029,,,,,2-3,,Anxiety
,,2012/13*,E07000029,,,x,,4-5,,Anxiety
21.82,,2012/13*,E07000029,,,,,6-10,,Anxiety
41.73,,2013/14*,E07000029,,,,,0-1,,Anxiety
25.48,,2013/14*,E07000029,,,,,2-3,,Anxiety
,,2013/14*,E07000029,,,x,,4-5,,Anxiety
,,2013/14*,E07000029,,,x,,6-10,,Anxiety
45.41,,2014/15*,E07000029,,,,,0-1,,Anxiety
19.11,,2014/15*,E07000029,,,,,2-3,,Anxiety
,,2014/15*,E07000029,,,x,,4-5,,Anxiety
,,2014/15*,E07000029,,,x,,6-10,,Anxiety
40.36,,2015/16*,E07000029,,,,,0-1,,Anxiety
,,2015/16*,E07000029,,,x,,2-3,,Anxiety
,,2015/16*,E07000029,,,x,,4-5,,Anxiety
24.22,,2015/16*,E07000029,,,,,6-10,,Anxiety
45.31,,2016/17*,E07000029,,,,,0-1,,Anxiety
,,2016/17*,E07000029,,,x,,2-3,,Anxiety
,,2016/17*,E07000029,,,x,,4-5,,Anxiety
,,2016/17*,E07000029,,,x,,6-10,,Anxiety
32.22,,2011/12,E07000030,,,,,0-1,,Anxiety
35.96,,2011/12,E07000030,,,,,2-3,,Anxiety
,,2011/12,E07000030,,,x,,4-5,,Anxiety
,,2011/12,E07000030,,,x,,6-10,,Anxiety
22.85,,2012/13*,E07000030,,,,,0-1,,Anxiety
22.98,,2012/13*,E07000030,,,,,2-3,,Anxiety
,,2012/13*,E07000030,,,x,,4-5,,Anxiety
34.63,,2012/13*,E07000030,,,,,6-10,,Anxiety
44.61,,2013/14*,E07000030,,,,,0-1,,Anxiety
30.04,,2013/14*,E07000030,,,,,2-3,,Anxiety
,,2013/14*,E07000030,,,x,,4-5,,Anxiety
,,2013/14*,E07000030,,,x,,6-10,,Anxiety
47.37,,2014/15*,E07000030,,,,,0-1,,Anxiety
,,2014/15*,E07000030,,,x,,2-3,,Anxiety
,,2014/15*,E07000030,,,x,,4-5,,Anxiety
,,2014/15*,E07000030,,,x,,6-10,,Anxiety
42.98,,2015/16*,E07000030,,,,,0-1,,Anxiety
29.24,,2015/16*,E07000030,,,,,2-3,,Anxiety
,,2015/16*,E07000030,,,x,,4-5,,Anxiety
,,2015/16*,E07000030,,,x,,6-10,,Anxiety
43.87,,2016/17*,E07000030,,,,,0-1,,Anxiety
,,2016/17*,E07000030,,,x,,2-3,,Anxiety
,,2016/17*,E07000030,,,x,,4-5,,Anxiety
,,2016/17*,E07000030,,,x,,6-10,,Anxiety
35.13,,2011/12,E07000031,,,,,0-1,,Anxiety
23.86,,2011/12,E07000031,,,,,2-3,,Anxiety
18.83,,2011/12,E07000031,,,,,4-5,,Anxiety
22.17,,2011/12,E07000031,,,,,6-10,,Anxiety
33.43,,2012/13*,E07000031,,,,,0-1,,Anxiety
28.79,,2012/13*,E07000031,,,,,2-3,,Anxiety
17.06,,2012/13*,E07000031,,,,,4-5,,Anxiety
20.72,,2012/13*,E07000031,,,,,6-10,,Anxiety
46.19,,2013/14*,E07000031,,,,,0-1,,Anxiety
26.18,,2013/14*,E07000031,,,,,2-3,,Anxiety
14.15,,2013/14*,E07000031,,,,,4-5,,Anxiety
,,2013/14*,E07000031,,,x,,6-10,,Anxiety
43.17,,2014/15*,E07000031,,,,,0-1,,Anxiety
22.69,,2014/15*,E07000031,,,,,2-3,,Anxiety
15.04,,2014/15*,E07000031,,,,,4-5,,Anxiety
19.1,,2014/15*,E07000031,,,,,6-10,,Anxiety
49.85,,2015/16*,E07000031,,,,,0-1,,Anxiety
18.67,,2015/16*,E07000031,,,,,2-3,,Anxiety
11.64,,2015/16*,E07000031,,,,,4-5,,Anxiety
19.85,,2015/16*,E07000031,,,,,6-10,,Anxiety
42.52,,2016/17*,E07000031,,,,,0-1,,Anxiety
27.48,,2016/17*,E07000031,,,,,2-3,,Anxiety
13.82,,2016/17*,E07000031,,,,,4-5,,Anxiety
16.17,,2016/17*,E07000031,,,,,6-10,,Anxiety
37.76,,2011/12,E08000001,,,,,0-1,,Anxiety
21.78,,2011/12,E08000001,,,,,2-3,,Anxiety
20.36,,2011/12,E08000001,,,,,4-5,,Anxiety
20.11,,2011/12,E08000001,,,,,6-10,,Anxiety
41.68,,2012/13*,E08000001,,,,,0-1,,Anxiety
20.38,,2012/13*,E08000001,,,,,2-3,,Anxiety
17.91,,2012/13*,E08000001,,,,,4-5,,Anxiety
20.04,,2012/13*,E08000001,,,,,6-10,,Anxiety
45.72,,2013/14*,E08000001,,,,,0-1,,Anxiety
19.6,,2013/14*,E08000001,,,,,2-3,,Anxiety
14.79,,2013/14*,E08000001,,,,,4-5,,Anxiety
19.88,,2013/14*,E08000001,,,,,6-10,,Anxiety
43.5,,2014/15*,E08000001,,,,,0-1,,Anxiety
20.54,,2014/15*,E08000001,,,,,2-3,,Anxiety
13.33,,2014/15*,E08000001,,,,,4-5,,Anxiety
22.62,,2014/15*,E08000001,,,,,6-10,,Anxiety
41.49,,2015/16*,E08000001,,,,,0-1,,Anxiety
19.91,,2015/16*,E08000001,,,,,2-3,,Anxiety
16.86,,2015/16*,E08000001,,,,,4-5,,Anxiety
21.74,,2015/16*,E08000001,,,,,6-10,,Anxiety
37.98,,2016/17*,E08000001,,,,,0-1,,Anxiety
19.88,,2016/17*,E08000001,,,,,2-3,,Anxiety
17.41,,2016/17*,E08000001,,,,,4-5,,Anxiety
24.73,,2016/17*,E08000001,,,,,6-10,,Anxiety
32.06,,2011/12,E08000002,,,,,0-1,,Anxiety
25.08,,2011/12,E08000002,,,,,2-3,,Anxiety
19.98,,2011/12,E08000002,,,,,4-5,,Anxiety
22.88,,2011/12,E08000002,,,,,6-10,,Anxiety
33.73,,2012/13*,E08000002,,,,,0-1,,Anxiety
22.3,,2012/13*,E08000002,,,,,2-3,,Anxiety
18.65,,2012/13*,E08000002,,,,,4-5,,Anxiety
25.32,,2012/13*,E08000002,,,,,6-10,,Anxiety
38.06,,2013/14*,E08000002,,,,,0-1,,Anxiety
24.18,,2013/14*,E08000002,,,,,2-3,,Anxiety
17.3,,2013/14*,E08000002,,,,,4-5,,Anxiety
20.46,,2013/14*,E08000002,,,,,6-10,,Anxiety
41.26,,2014/15*,E08000002,,,,,0-1,,Anxiety
20.72,,2014/15*,E08000002,,,,,2-3,,Anxiety
15.83,,2014/15*,E08000002,,,,,4-5,,Anxiety
22.19,,2014/15*,E08000002,,,,,6-10,,Anxiety
38.36,,2015/16*,E08000002,,,,,0-1,,Anxiety
23.08,,2015/16*,E08000002,,,,,2-3,,Anxiety
14.48,,2015/16*,E08000002,,,,,4-5,,Anxiety
24.08,,2015/16*,E08000002,,,,,6-10,,Anxiety
37.44,,2016/17*,E08000002,,,,,0-1,,Anxiety
20.7,,2016/17*,E08000002,,,,,2-3,,Anxiety
17.95,,2016/17*,E08000002,,,,,4-5,,Anxiety
23.92,,2016/17*,E08000002,,,,,6-10,,Anxiety
29.72,,2011/12,E08000003,,,,,0-1,,Anxiety
25.42,,2011/12,E08000003,,,,,2-3,,Anxiety
21.13,,2011/12,E08000003,,,,,4-5,,Anxiety
23.74,,2011/12,E08000003,,,,,6-10,,Anxiety
34.87,,2012/13*,E08000003,,,,,0-1,,Anxiety
24.78,,2012/13*,E08000003,,,,,2-3,,Anxiety
19.04,,2012/13*,E08000003,,,,,4-5,,Anxiety
21.31,,2012/13*,E08000003,,,,,6-10,,Anxiety
38.68,,2013/14*,E08000003,,,,,0-1,,Anxiety
22.51,,2013/14*,E08000003,,,,,2-3,,Anxiety
19.34,,2013/14*,E08000003,,,,,4-5,,Anxiety
19.48,,2013/14*,E08000003,,,,,6-10,,Anxiety
38.95,,2014/15*,E08000003,,,,,0-1,,Anxiety
22.88,,2014/15*,E08000003,,,,,2-3,,Anxiety
18.34,,2014/15*,E08000003,,,,,4-5,,Anxiety
19.83,,2014/15*,E08000003,,,,,6-10,,Anxiety
35.03,,2015/16*,E08000003,,,,,0-1,,Anxiety
25.4,,2015/16*,E08000003,,,,,2-3,,Anxiety
20.7,,2015/16*,E08000003,,,,,4-5,,Anxiety
18.88,,2015/16*,E08000003,,,,,6-10,,Anxiety
32.45,,2016/17*,E08000003,,,,,0-1,,Anxiety
22.34,,2016/17*,E08000003,,,,,2-3,,Anxiety
20.66,,2016/17*,E08000003,,,,,4-5,,Anxiety
24.55,,2016/17*,E08000003,,,,,6-10,,Anxiety
32.77,,2011/12,E08000004,,,,,0-1,,Anxiety
22.61,,2011/12,E08000004,,,,,2-3,,Anxiety
19.44,,2011/12,E08000004,,,,,4-5,,Anxiety
25.18,,2011/12,E08000004,,,,,6-10,,Anxiety
35.27,,2012/13*,E08000004,,,,,0-1,,Anxiety
25.39,,2012/13*,E08000004,,,,,2-3,,Anxiety
17.35,,2012/13*,E08000004,,,,,4-5,,Anxiety
21.99,,2012/13*,E08000004,,,,,6-10,,Anxiety
38.18,,2013/14*,E08000004,,,,,0-1,,Anxiety
23.48,,2013/14*,E08000004,,,,,2-3,,Anxiety
17.73,,2013/14*,E08000004,,,,,4-5,,Anxiety
20.61,,2013/14*,E08000004,,,,,6-10,,Anxiety
37.87,,2014/15*,E08000004,,,,,0-1,,Anxiety
23.25,,2014/15*,E08000004,,,,,2-3,,Anxiety
15.38,,2014/15*,E08000004,,,,,4-5,,Anxiety
23.5,,2014/15*,E08000004,,,,,6-10,,Anxiety
39.12,,2015/16*,E08000004,,,,,0-1,,Anxiety
20.8,,2015/16*,E08000004,,,,,2-3,,Anxiety
16.97,,2015/16*,E08000004,,,,,4-5,,Anxiety
23.1,,2015/16*,E08000004,,,,,6-10,,Anxiety
44.36,,2016/17*,E08000004,,,,,0-1,,Anxiety
23.05,,2016/17*,E08000004,,,,,2-3,,Anxiety
14.53,,2016/17*,E08000004,,,,,4-5,,Anxiety
18.05,,2016/17*,E08000004,,,,,6-10,,Anxiety
36.35,,2011/12,E08000005,,,,,0-1,,Anxiety
20.78,,2011/12,E08000005,,,,,2-3,,Anxiety
19.46,,2011/12,E08000005,,,,,4-5,,Anxiety
23.41,,2011/12,E08000005,,,,,6-10,,Anxiety
34.54,,2012/13*,E08000005,,,,,0-1,,Anxiety
24.52,,2012/13*,E08000005,,,,,2-3,,Anxiety
18.63,,2012/13*,E08000005,,,,,4-5,,Anxiety
22.31,,2012/13*,E08000005,,,,,6-10,,Anxiety
41.32,,2013/14*,E08000005,,,,,0-1,,Anxiety
22.58,,2013/14*,E08000005,,,,,2-3,,Anxiety
15.67,,2013/14*,E08000005,,,,,4-5,,Anxiety
20.43,,2013/14*,E08000005,,,,,6-10,,Anxiety
41.03,,2014/15*,E08000005,,,,,0-1,,Anxiety
22.26,,2014/15*,E08000005,,,,,2-3,,Anxiety
16.41,,2014/15*,E08000005,,,,,4-5,,Anxiety
20.3,,2014/15*,E08000005,,,,,6-10,,Anxiety
40.88,,2015/16*,E08000005,,,,,0-1,,Anxiety
18.97,,2015/16*,E08000005,,,,,2-3,,Anxiety
18.9,,2015/16*,E08000005,,,,,4-5,,Anxiety
21.25,,2015/16*,E08000005,,,,,6-10,,Anxiety
43.85,,2016/17*,E08000005,,,,,0-1,,Anxiety
22.02,,2016/17*,E08000005,,,,,2-3,,Anxiety
13.32,,2016/17*,E08000005,,,,,4-5,,Anxiety
20.81,,2016/17*,E08000005,,,,,6-10,,Anxiety
36.51,,2011/12,E08000006,,,,,0-1,,Anxiety
19.17,,2011/12,E08000006,,,,,2-3,,Anxiety
17.4,,2011/12,E08000006,,,,,4-5,,Anxiety
26.91,,2011/12,E08000006,,,,,6-10,,Anxiety
37.44,,2012/13*,E08000006,,,,,0-1,,Anxiety
21.0,,2012/13*,E08000006,,,,,2-3,,Anxiety
17.76,,2012/13*,E08000006,,,,,4-5,,Anxiety
23.79,,2012/13*,E08000006,,,,,6-10,,Anxiety
40.9,,2013/14*,E08000006,,,,,0-1,,Anxiety
19.64,,2013/14*,E08000006,,,,,2-3,,Anxiety
17.22,,2013/14*,E08000006,,,,,4-5,,Anxiety
22.25,,2013/14*,E08000006,,,,,6-10,,Anxiety
41.78,,2014/15*,E08000006,,,,,0-1,,Anxiety
23.87,,2014/15*,E08000006,,,,,2-3,,Anxiety
15.57,,2014/15*,E08000006,,,,,4-5,,Anxiety
18.78,,2014/15*,E08000006,,,,,6-10,,Anxiety
38.72,,2015/16*,E08000006,,,,,0-1,,Anxiety
22.19,,2015/16*,E08000006,,,,,2-3,,Anxiety
18.69,,2015/16*,E08000006,,,,,4-5,,Anxiety
20.4,,2015/16*,E08000006,,,,,6-10,,Anxiety
38.55,,2016/17*,E08000006,,,,,0-1,,Anxiety
22.16,,2016/17*,E08000006,,,,,2-3,,Anxiety
20.77,,2016/17*,E08000006,,,,,4-5,,Anxiety
18.53,,2016/17*,E08000006,,,,,6-10,,Anxiety
36.16,,2011/12,E08000007,,,,,0-1,,Anxiety
25.23,,2011/12,E08000007,,,,,2-3,,Anxiety
19.76,,2011/12,E08000007,,,,,4-5,,Anxiety
18.85,,2011/12,E08000007,,,,,6-10,,Anxiety
38.9,,2012/13*,E08000007,,,,,0-1,,Anxiety
26.71,,2012/13*,E08000007,,,,,2-3,,Anxiety
16.3,,2012/13*,E08000007,,,,,4-5,,Anxiety
18.09,,2012/13*,E08000007,,,,,6-10,,Anxiety
38.04,,2013/14*,E08000007,,,,,0-1,,Anxiety
25.3,,2013/14*,E08000007,,,,,2-3,,Anxiety
16.79,,2013/14*,E08000007,,,,,4-5,,Anxiety
19.87,,2013/14*,E08000007,,,,,6-10,,Anxiety
40.41,,2014/15*,E08000007,,,,,0-1,,Anxiety
25.09,,2014/15*,E08000007,,,,,2-3,,Anxiety
14.41,,2014/15*,E08000007,,,,,4-5,,Anxiety
20.09,,2014/15*,E08000007,,,,,6-10,,Anxiety
37.11,,2015/16*,E08000007,,,,,0-1,,Anxiety
24.25,,2015/16*,E08000007,,,,,2-3,,Anxiety
17.65,,2015/16*,E08000007,,,,,4-5,,Anxiety
20.99,,2015/16*,E08000007,,,,,6-10,,Anxiety
38.15,,2016/17*,E08000007,,,,,0-1,,Anxiety
26.92,,2016/17*,E08000007,,,,,2-3,,Anxiety
16.64,,2016/17*,E08000007,,,,,4-5,,Anxiety
18.29,,2016/17*,E08000007,,,,,6-10,,Anxiety
35.1,,2011/12,E08000008,,,,,0-1,,Anxiety
22.46,,2011/12,E08000008,,,,,2-3,,Anxiety
20.48,,2011/12,E08000008,,,,,4-5,,Anxiety
21.96,,2011/12,E08000008,,,,,6-10,,Anxiety
40.08,,2012/13*,E08000008,,,,,0-1,,Anxiety
19.33,,2012/13*,E08000008,,,,,2-3,,Anxiety
18.0,,2012/13*,E08000008,,,,,4-5,,Anxiety
22.6,,2012/13*,E08000008,,,,,6-10,,Anxiety
36.59,,2013/14*,E08000008,,,,,0-1,,Anxiety
22.87,,2013/14*,E08000008,,,,,2-3,,Anxiety
18.76,,2013/14*,E08000008,,,,,4-5,,Anxiety
21.78,,2013/14*,E08000008,,,,,6-10,,Anxiety
39.49,,2014/15*,E08000008,,,,,0-1,,Anxiety
21.83,,2014/15*,E08000008,,,,,2-3,,Anxiety
19.17,,2014/15*,E08000008,,,,,4-5,,Anxiety
19.5,,2014/15*,E08000008,,,,,6-10,,Anxiety
39.79,,2015/16*,E08000008,,,,,0-1,,Anxiety
23.31,,2015/16*,E08000008,,,,,2-3,,Anxiety
18.0,,2015/16*,E08000008,,,,,4-5,,Anxiety
18.9,,2015/16*,E08000008,,,,,6-10,,Anxiety
42.05,,2016/17*,E08000008,,,,,0-1,,Anxiety
19.34,,2016/17*,E08000008,,,,,2-3,,Anxiety
14.39,,2016/17*,E08000008,,,,,4-5,,Anxiety
24.22,,2016/17*,E08000008,,,,,6-10,,Anxiety
34.84,,2011/12,E08000009,,,,,0-1,,Anxiety
23.4,,2011/12,E08000009,,,,,2-3,,Anxiety
18.15,,2011/12,E08000009,,,,,4-5,,Anxiety
23.61,,2011/12,E08000009,,,,,6-10,,Anxiety
36.22,,2012/13*,E08000009,,,,,0-1,,Anxiety
24.73,,2012/13*,E08000009,,,,,2-3,,Anxiety
18.51,,2012/13*,E08000009,,,,,4-5,,Anxiety
20.54,,2012/13*,E08000009,,,,,6-10,,Anxiety
39.71,,2013/14*,E08000009,,,,,0-1,,Anxiety
24.52,,2013/14*,E08000009,,,,,2-3,,Anxiety
15.06,,2013/14*,E08000009,,,,,4-5,,Anxiety
20.71,,2013/14*,E08000009,,,,,6-10,,Anxiety
40.25,,2014/15*,E08000009,,,,,0-1,,Anxiety
22.79,,2014/15*,E08000009,,,,,2-3,,Anxiety
17.22,,2014/15*,E08000009,,,,,4-5,,Anxiety
19.74,,2014/15*,E08000009,,,,,6-10,,Anxiety
38.93,,2015/16*,E08000009,,,,,0-1,,Anxiety
24.02,,2015/16*,E08000009,,,,,2-3,,Anxiety
19.96,,2015/16*,E08000009,,,,,4-5,,Anxiety
17.09,,2015/16*,E08000009,,,,,6-10,,Anxiety
35.53,,2016/17*,E08000009,,,,,0-1,,Anxiety
26.09,,2016/17*,E08000009,,,,,2-3,,Anxiety
18.35,,2016/17*,E08000009,,,,,4-5,,Anxiety
20.03,,2016/17*,E08000009,,,,,6-10,,Anxiety
38.25,,2011/12,E08000010,,,,,0-1,,Anxiety
18.79,,2011/12,E08000010,,,,,2-3,,Anxiety
17.27,,2011/12,E08000010,,,,,4-5,,Anxiety
25.7,,2011/12,E08000010,,,,,6-10,,Anxiety
41.92,,2012/13*,E08000010,,,,,0-1,,Anxiety
23.63,,2012/13*,E08000010,,,,,2-3,,Anxiety
16.86,,2012/13*,E08000010,,,,,4-5,,Anxiety
17.59,,2012/13*,E08000010,,,,,6-10,,Anxiety
47.58,,2013/14*,E08000010,,,,,0-1,,Anxiety
20.91,,2013/14*,E08000010,,,,,2-3,,Anxiety
13.41,,2013/14*,E08000010,,,,,4-5,,Anxiety
18.1,,2013/14*,E08000010,,,,,6-10,,Anxiety
44.77,,2014/15*,E08000010,,,,,0-1,,Anxiety
18.69,,2014/15*,E08000010,,,,,2-3,,Anxiety
16.41,,2014/15*,E08000010,,,,,4-5,,Anxiety
20.13,,2014/15*,E08000010,,,,,6-10,,Anxiety
45.44,,2015/16*,E08000010,,,,,0-1,,Anxiety
21.15,,2015/16*,E08000010,,,,,2-3,,Anxiety
16.55,,2015/16*,E08000010,,,,,4-5,,Anxiety
16.86,,2015/16*,E08000010,,,,,6-10,,Anxiety
43.46,,2016/17*,E08000010,,,,,0-1,,Anxiety
18.2,,2016/17*,E08000010,,,,,2-3,,Anxiety
16.7,,2016/17*,E08000010,,,,,4-5,,Anxiety
21.63,,2016/17*,E08000010,,,,,6-10,,Anxiety
38.35,,2011/12,E10000017,,,,,0-1,,Anxiety
22.35,,2011/12,E10000017,,,,,2-3,,Anxiety
17.51,,2011/12,E10000017,,,,,4-5,,Anxiety
21.79,,2011/12,E10000017,,,,,6-10,,Anxiety
39.71,,2012/13*,E10000017,,,,,0-1,,Anxiety
23.88,,2012/13*,E10000017,,,,,2-3,,Anxiety
15.77,,2012/13*,E10000017,,,,,4-5,,Anxiety
20.64,,2012/13*,E10000017,,,,,6-10,,Anxiety
41.61,,2013/14*,E10000017,,,,,0-1,,Anxiety
21.17,,2013/14*,E10000017,,,,,2-3,,Anxiety
16.34,,2013/14*,E10000017,,,,,4-5,,Anxiety
20.88,,2013/14*,E10000017,,,,,6-10,,Anxiety
45.48,,2014/15*,E10000017,,,,,0-1,,Anxiety
20.57,,2014/15*,E10000017,,,,,2-3,,Anxiety
14.29,,2014/15*,E10000017,,,,,4-5,,Anxiety
19.67,,2014/15*,E10000017,,,,,6-10,,Anxiety
40.61,,2015/16*,E10000017,,,,,0-1,,Anxiety
22.09,,2015/16*,E10000017,,,,,2-3,,Anxiety
16.41,,2015/16*,E10000017,,,,,4-5,,Anxiety
20.88,,2015/16*,E10000017,,,,,6-10,,Anxiety
43.23,,2016/17*,E10000017,,,,,0-1,,Anxiety
20.93,,2016/17*,E10000017,,,,,2-3,,Anxiety
13.25,,2016/17*,E10000017,,,,,4-5,,Anxiety
22.6,,2016/17*,E10000017,,,,,6-10,,Anxiety
33.64,,2011/12,E07000117,,,,,0-1,,Anxiety
26.72,,2011/12,E07000117,,,,,2-3,,Anxiety
,,2011/12,E07000117,,,x,,4-5,,Anxiety
,,2011/12,E07000117,,,x,,6-10,,Anxiety
43.97,,2012/13*,E07000117,,,,,0-1,,Anxiety
,,2012/13*,E07000117,,,x,,2-3,,Anxiety
,,2012/13*,E07000117,,,x,,4-5,,Anxiety
27.13,,2012/13*,E07000117,,,,,6-10,,Anxiety
46.21,,2013/14*,E07000117,,,,,0-1,,Anxiety
,,2013/14*,E07000117,,,x,,2-3,,Anxiety
,,2013/14*,E07000117,,,x,,4-5,,Anxiety
,,2013/14*,E07000117,,,x,,6-10,,Anxiety
39.91,,2014/15*,E07000117,,,,,0-1,,Anxiety
,,2014/15*,E07000117,,,x,,2-3,,Anxiety
,,2014/15*,E07000117,,,x,,4-5,,Anxiety
,,2014/15*,E07000117,,,x,,6-10,,Anxiety
41.94,,2015/16*,E07000117,,,,,0-1,,Anxiety
,,2015/16*,E07000117,,,x,,2-3,,Anxiety
,,2015/16*,E07000117,,,x,,4-5,,Anxiety
,,2015/16*,E07000117,,,x,,6-10,,Anxiety
47.0,,2016/17*,E07000117,,,,,0-1,,Anxiety
,,2016/17*,E07000117,,,x,,2-3,,Anxiety
,,2016/17*,E07000117,,,x,,4-5,,Anxiety
,,2016/17*,E07000117,,,x,,6-10,,Anxiety
37.73,,2011/12,E07000118,,,,,0-1,,Anxiety
24.54,,2011/12,E07000118,,,,,2-3,,Anxiety
,,2011/12,E07000118,,,x,,4-5,,Anxiety
23.57,,2011/12,E07000118,,,,,6-10,,Anxiety
35.68,,2012/13*,E07000118,,,,,0-1,,Anxiety
27.93,,2012/13*,E07000118,,,,,2-3,,Anxiety
19.44,,2012/13*,E07000118,,,,,4-5,,Anxiety
,,2012/13*,E07000118,,,x,,6-10,,Anxiety
42.98,,2013/14*,E07000118,,,,,0-1,,Anxiety
,,2013/14*,E07000118,,,x,,2-3,,Anxiety
17.98,,2013/14*,E07000118,,,,,4-5,,Anxiety
23.24,,2013/14*,E07000118,,,,,6-10,,Anxiety
49.54,,2014/15*,E07000118,,,,,0-1,,Anxiety
25.08,,2014/15*,E07000118,,,,,2-3,,Anxiety
12.4,,2014/15*,E07000118,,,,,4-5,,Anxiety
12.98,,2014/15*,E07000118,,,,,6-10,,Anxiety
42.64,,2015/16*,E07000118,,,,,0-1,,Anxiety
